,Model,Weeks ahead,Location,LS,CRPS,CS
233,CEID-Walk,1,NH,-3.220604103890992,3.770532382713926,0.12771110657453544
234,CEID-Walk,1,NJ,-2.6628540277093764,8.218595832285487,0.059355546581745244
235,CEID-Walk,1,NM,-2.7376983115639772,21.56252436605776,0.09517777299284941
236,CEID-Walk,1,NV,-4.126810157185495,12.26922702468458,0.08271110396683223
237,CEID-Walk,1,NY,-2.7195779867929386,13.591859088850379,0.05424443784654145
238,CEID-Walk,1,OH,-10.0,44.124695938000094,0.36733333238959326
239,CEID-Walk,1,OK,-2.6174572169943557,16.573957537079668,0.07979998986721049
240,CEID-Walk,1,OR,-2.8038528785700225,18.45187141571028,0.17971110448837288
241,CEID-Walk,1,PA,-3.6613508766263134,33.484682106678264,0.0964222165763379
242,CEID-Walk,1,RI,-2.5643185568701705,1.5403693267974625,0.04508889051973819
243,CEID-Walk,1,SC,-4.507368033389449,19.99856479018409,0.10675556111037732
244,CEID-Walk,1,SD,-2.844668195840983,2.14790767338531,0.11642221769392502
245,CEID-Walk,1,TN,-3.1468049601183092,24.251369268963074,0.21399999552965177
246,CEID-Walk,1,TX,-2.6907224206911713,20.085081281031187,0.0878888846337796
247,CEID-Walk,1,US,-2.669609017106395,257.9262526588382,0.12960000417232503
248,CEID-Walk,1,UT,-2.8839595821858897,2.790706310918804,0.09720000663101665
249,CEID-Walk,1,VA,-3.1346707735215,19.24850203598117,0.13799999716877945
250,CEID-Walk,1,VT,-4.454603948073263,2.4330086914184106,0.177333326727152
251,CEID-Walk,1,WA,-3.61724637059008,15.415280729527861,0.07413333700895307
252,CEID-Walk,1,WI,-2.921338076010882,7.364035683642265,0.05999999396502977
253,CEID-Walk,1,WV,-3.714931617416203,8.48512798117675,0.08691110799014574
254,CEID-Walk,1,WY,-5.945966436906192,3.6288364206485246,0.2171999939650298
255,CEID-Walk,2,AK,-10.0,100.0,0.45599999999999996
256,CEID-Walk,2,AL,-2.669414063701015,18.976953651082894,0.1150500000000001
257,CEID-Walk,2,AR,-3.09045057162116,8.631273702853123,0.0715
258,CEID-Walk,2,AZ,-2.7642401292486602,11.723650123897084,0.09815000000000013
259,CEID-Walk,2,CA,-3.010552822496731,34.62389057006568,0.09399999999999999
260,CEID-Walk,2,CO,-3.330907192491753,17.428038550026237,0.07520000000000009
261,CEID-Walk,2,CT,-2.8701201840026336,14.135590557125738,0.09080000000000006
262,CEID-Walk,2,DC,-3.9129650214817615,2.2110908454745313,0.08850000000000012
263,CEID-Walk,2,DE,-2.9639193674990945,5.922785732105865,0.12829999999999994
264,CEID-Walk,2,FL,-3.6513381526666024,71.40583638409923,0.16760000000000005
265,CEID-Walk,2,GA,-2.8235224426260364,17.180495177577402,0.06929999999999996
266,CEID-Walk,2,IA,-3.887674086384963,13.584740189278804,0.1454000000000001
267,CEID-Walk,2,ID,-2.3671688982835866,4.117694347053578,0.07930000000000004
268,CEID-Walk,2,IL,-4.124477476224036,15.46512823210098,0.06284999999999999
